date,us_yield_10y,us_yield_10y_ma20,us_yield_10y_ma60,us_yield_10y_percentile_250d
2000-01-03,6.58,,,
2000-01-04,6.49,,,
2000-01-05,6.62,,,
2000-01-06,6.57,,,
2000-01-07,6.52,,,
2000-01-10,6.57,,,
2000-01-11,6.67,,,
2000-01-12,6.72,,,
2000-01-13,6.63,,,
2000-01-14,6.69,,,
2000-01-18,6.75,,,
2000-01-19,6.73,,,
2000-01-20,6.79,,,
2000-01-21,6.79,,,
2000-01-24,6.69,,,
2000-01-25,6.7,,,
2000-01-26,6.69,,,
2000-01-27,6.68,,,
2000-01-28,6.66,,,
2000-01-31,6.68,6.661,,
2000-02-01,6.62,6.662999999999999,,
2000-02-02,6.6,6.6685,,
2000-02-03,6.49,6.662000000000001,,
2000-02-04,6.53,6.659999999999999,,
2000-02-07,6.64,6.6659999999999995,,
2000-02-08,6.59,6.667,,
2000-02-09,6.56,6.661500000000001,,
2000-02-10,6.67,6.659000000000001,,
2000-02-11,6.63,6.659000000000001,,
2000-02-14,6.56,6.652500000000001,,
2000-02-15,6.56,6.642999999999999,,
2000-02-16,6.56,6.6345,,
2000-02-17,6.58,6.624,,
2000-02-18,6.49,6.609,,
2000-02-22,6.36,6.592499999999999,,
2000-02-23,6.44,6.5795,,
2000-02-24,6.36,6.563,,
2000-02-25,6.36,6.547,,
2000-02-28,6.37,6.532500000000001,,
2000-02-29,6.42,6.519500000000001,,
2000-03-01,6.39,6.508,,
2000-03-02,6.4,6.498,,
2000-03-03,6.39,6.492999999999999,,
2000-03-06,6.42,6.4875,,
2000-03-07,6.39,6.475,,
2000-03-08,6.38,6.464499999999999,,
2000-03-09,6.35,6.454000000000001,,
2000-03-10,6.39,6.44,,
2000-03-13,6.36,6.4265,,
2000-03-14,6.31,6.414,,
2000-03-15,6.29,6.400499999999999,,
2000-03-16,6.26,6.3854999999999995,,
2000-03-17,6.2,6.3665,,
2000-03-20,6.18,6.351,,
2000-03-21,6.13,6.3395,,
2000-03-22,6.13,6.324,,
2000-03-23,6.08,6.3100000000000005,,
2000-03-24,6.2,6.302,,
2000-03-27,6.21,6.294,,
2000-03-28,6.17,6.281499999999999,6.487333333333334,
2000-03-29,6.18,6.271,6.480666666666667,
2000-03-30,6.06,6.254,6.4735000000000005,
2000-03-31,6.03,6.236,6.463666666666667,
2000-04-03,6.0,6.215000000000001,6.454166666666667,
2000-04-04,5.9,6.1905,6.443833333333334,
2000-04-05,5.9,6.1665,6.432666666666666,
2000-04-06,5.93,6.1455,6.420333333333334,
2000-04-07,5.86,6.119,6.406000000000001,
2000-04-10,5.8,6.091,6.392166666666666,
2000-04-11,5.89,6.07,6.378833333333334,
2000-04-12,5.97,6.054,6.365833333333333,
2000-04-13,5.94,6.038,6.352666666666666,
2000-04-14,5.85,6.0205,6.337000000000001,
2000-04-17,6.01,6.0120000000000005,6.324,
2000-04-18,6.05,6.008,6.3133333333333335,
2000-04-19,5.99,6.0009999999999994,6.301500000000001,
2000-04-20,5.99,5.9965,6.289833333333333,
2000-04-24,6.0,5.9865,6.278499999999999,
2000-04-25,6.14,5.9830000000000005,6.269833333333334,
2000-04-26,6.14,5.9815000000000005,6.260833333333333,
2000-04-27,6.23,5.984,6.254333333333334,
2000-04-28,6.23,5.9925,6.248166666666666,
2000-05-01,6.29,6.0055,6.244833333333333,
2000-05-02,6.32,6.0215,6.241333333333333,
2000-05-03,6.4,6.0465,6.237333333333333,
2000-05-04,6.46,6.0745,6.235166666666667,
2000-05-05,6.51,6.1035,6.234333333333334,
2000-05-08,6.57,6.139,6.232666666666666,
2000-05-09,6.53,6.1754999999999995,6.231,
2000-05-10,6.47,6.2045,6.2295,
2000-05-11,6.43,6.2275,6.227333333333333,
2000-05-12,6.51,6.255999999999999,6.2265,
2000-05-15,6.47,6.287000000000001,6.224666666666667,
2000-05-16,6.43,6.308,6.223666666666666,
2000-05-17,6.48,6.3295,6.225666666666666,
2000-05-18,6.56,6.3580000000000005,6.227666666666666,
2000-05-19,6.51,6.3839999999999995,6.230166666666666,
2000-05-22,6.44,6.406000000000001,6.2315,
2000-05-23,6.45,6.4215,6.232833333333334,
2000-05-24,6.47,6.438,6.233666666666666,
2000-05-25,6.39,6.446000000000001,6.233666666666666,
2000-05-26,6.33,6.4510000000000005,6.232500000000001,
2000-05-30,6.38,6.455499999999999,6.232333333333333,
2000-05-31,6.29,6.454000000000001,6.230166666666666,
2000-06-01,6.2,6.444,6.227,
2000-06-02,6.15,6.4285,6.223166666666667,
2000-06-05,6.12,6.409000000000001,6.219333333333334,
2000-06-06,6.14,6.3875,6.215166666666666,
2000-06-07,6.13,6.367500000000001,6.211333333333333,
2000-06-08,6.13,6.3505,6.208333333333333,
2000-06-09,6.13,6.3355,6.205666666666667,
2000-06-12,6.09,6.314500000000001,6.202833333333333,
2000-06-13,6.11,6.2965,6.201333333333334,
2000-06-14,6.06,6.2780000000000005,6.199333333333333,
2000-06-15,6.05,6.2565,6.1979999999999995,
2000-06-16,5.99,6.228,6.195666666666667,
2000-06-19,6.0,6.2025,6.194333333333333,
2000-06-20,6.03,6.182,6.1915000000000004,
2000-06-21,6.11,6.165,6.1898333333333335,
2000-06-22,6.12,6.1475,6.188999999999999,
2000-06-23,6.19,6.1375,6.189166666666666,
2000-06-26,6.11,6.1265,6.1899999999999995,
2000-06-27,6.1,6.1125,6.191166666666667,
2000-06-28,6.11,6.1035,6.193,
2000-06-29,6.04,6.0954999999999995,6.195333333333333,
2000-06-30,6.03,6.089499999999999,6.197500000000001,
2000-07-03,6.0,6.0835,6.198666666666667,
2000-07-05,5.99,6.0760000000000005,6.200833333333333,
2000-07-06,6.05,6.072,6.205,
2000-07-07,6.01,6.066,6.206999999999999,
2000-07-10,6.04,6.0615000000000006,6.208166666666667,
2000-07-11,6.06,6.0600000000000005,6.210166666666667,
2000-07-12,6.09,6.059,6.214166666666666,
2000-07-13,6.01,6.0565,6.214166666666667,
2000-07-14,6.1,6.059,6.215,
2000-07-17,6.17,6.068,6.218,
2000-07-18,6.16,6.0760000000000005,6.220833333333333,
2000-07-19,6.16,6.0825000000000005,6.2235000000000005,
2000-07-20,6.01,6.077500000000001,6.221333333333333,
2000-07-21,6.01,6.072,6.219166666666666,
2000-07-24,6.04,6.064500000000001,6.215999999999999,
2000-07-25,6.04,6.061,6.212833333333334,
2000-07-26,6.04,6.058,6.208666666666667,
2000-07-27,6.02,6.0535,6.203666666666667,
2000-07-28,6.04,6.0535000000000005,6.197666666666667,
2000-07-31,6.04,6.054,6.190666666666667,
2000-08-01,6.0,6.054,6.182166666666666,
2000-08-02,5.98,6.0535,6.1723333333333334,
2000-08-03,5.95,6.0485,6.1626666666666665,
2000-08-04,5.91,6.0435,6.153333333333333,
2000-08-07,5.97,6.04,6.145666666666667,
2000-08-08,5.93,6.0335,6.136,
2000-08-09,5.81,6.019499999999999,6.125,
2000-08-10,5.76,6.007,6.113833333333334,
2000-08-11,5.79,5.9915,6.102333333333333,
2000-08-14,5.78,5.972,6.089333333333333,
2000-08-15,5.81,5.9544999999999995,6.077666666666667,
2000-08-16,5.83,5.938,6.0675,
2000-08-17,5.81,5.927999999999999,6.056833333333333,
2000-08-18,5.78,5.9165,6.045333333333334,
2000-08-21,5.79,5.904,6.035333333333333,
2000-08-22,5.78,5.891,6.026166666666667,
2000-08-23,5.73,5.8755,6.0153333333333325,
2000-08-24,5.73,5.861,6.006,
2000-08-25,5.73,5.8454999999999995,5.998166666666666,
2000-08-28,5.78,5.8325000000000005,5.992,
2000-08-29,5.81,5.823,5.986833333333333,
2000-08-30,5.81,5.814500000000001,5.981333333333334,
2000-08-31,5.73,5.8035,5.974666666666667,
2000-09-01,5.68,5.792,5.967166666666667,
2000-09-05,5.69,5.7780000000000005,5.959833333333334,
2000-09-06,5.72,5.7675,5.953666666666666,
2000-09-07,5.76,5.765000000000001,5.9478333333333335,
2000-09-08,5.73,5.7635,5.942333333333334,
2000-09-11,5.77,5.7625,5.937666666666667,
2000-09-12,5.78,5.7625,5.934166666666667,
2000-09-13,5.74,5.759,5.929833333333334,
2000-09-14,5.79,5.757,5.925833333333332,
2000-09-15,5.84,5.7585,5.921333333333334,
2000-09-18,5.88,5.7635000000000005,5.917333333333334,
2000-09-19,5.86,5.767,5.911833333333334,
2000-09-20,5.91,5.7735,5.9085,
2000-09-21,5.88,5.781000000000001,5.9048333333333325,
2000-09-22,5.85,5.787000000000001,5.9005,
2000-09-25,5.84,5.7924999999999995,5.897166666666666,
2000-09-26,5.81,5.794,5.8934999999999995,
2000-09-27,5.83,5.795,5.890666666666666,
2000-09-28,5.82,5.7955,5.887833333333334,
2000-09-29,5.8,5.799,5.883666666666667,
2000-10-02,5.83,5.8065,5.880666666666667,
2000-10-03,5.87,5.8155,5.877833333333333,
2000-10-04,5.9,5.8245,5.875166666666667,
2000-10-05,5.87,5.83,5.8715,
2000-10-06,5.82,5.8345,5.868333333333333,
2000-10-10,5.8,5.836,5.863333333333333,
2000-10-11,5.77,5.8355,5.8566666666666665,
2000-10-12,5.73,5.835,5.849500000000001,
2000-10-13,5.73,5.832,5.842333333333333,
2000-10-16,5.74,5.827,5.837833333333333,
2000-10-17,5.68,5.816999999999999,5.832333333333334,
2000-10-18,5.66,5.807,5.826,
2000-10-19,5.66,5.7945,5.819666666666666,
2000-10-20,5.64,5.782500000000001,5.813000000000001,
2000-10-23,5.59,5.7695,5.805833333333333,
2000-10-24,5.63,5.759,5.799,
2000-10-25,5.67,5.752000000000001,5.792833333333333,
2000-10-26,5.69,5.745,5.7876666666666665,
2000-10-27,5.72,5.74,5.783333333333333,
2000-10-30,5.74,5.737,5.7798333333333325,
2000-10-31,5.77,5.734,5.777500000000001,
2000-11-01,5.74,5.7275,5.773666666666667,
2000-11-02,5.74,5.7195,5.770499999999999,
2000-11-03,5.83,5.7175,5.770833333333333,
2000-11-06,5.87,5.72,5.772666666666667,
2000-11-07,5.87,5.7235,5.774,
2000-11-08,5.87,5.7285,5.775499999999999,
2000-11-09,5.82,5.733,5.775666666666667,
2000-11-10,5.82,5.7375,5.7755,
2000-11-13,5.77,5.739,5.7748333333333335,
2000-11-14,5.76,5.743,5.7745,
2000-11-15,5.72,5.746,5.773333333333334,
2000-11-16,5.68,5.747,5.7716666666666665,
2000-11-17,5.71,5.7505,5.771333333333334,
2000-11-20,5.68,5.755,5.7705,
2000-11-21,5.67,5.757,5.769499999999999,
2000-11-22,5.62,5.7545,5.7668333333333335,
2000-11-24,5.63,5.7515,5.763833333333333,
2000-11-27,5.64,5.7475000000000005,5.761,
2000-11-28,5.59,5.74,5.758666666666667,
2000-11-29,5.55,5.729,5.7565,
2000-11-30,5.48,5.715999999999999,5.753,
2000-12-01,5.52,5.705,5.749666666666667,
2000-12-04,5.53,5.6899999999999995,5.745833333333334,
2000-12-05,5.43,5.668,5.740833333333333,
2000-12-06,5.32,5.6405,5.733333333333333,
2000-12-07,5.32,5.6129999999999995,5.725666666666667,
2000-12-08,5.35,5.5895,5.719166666666666,
2000-12-11,5.37,5.566999999999999,5.712166666666667,
2000-12-12,5.36,5.5465,5.704166666666667,
2000-12-13,5.29,5.523,5.694333333333333,
2000-12-14,5.23,5.4985,5.683833333333333,
2000-12-15,5.2,5.4745,5.672,
2000-12-18,5.17,5.4475,5.660166666666667,
2000-12-19,5.19,5.423,5.649166666666667,
2000-12-20,5.08,5.3935,5.6365,
2000-12-21,5.03,5.364,5.623500000000001,
2000-12-22,5.02,5.3335,5.609999999999999,
2000-12-26,5.04,5.3035,5.5969999999999995,
2000-12-27,5.11,5.2795,5.5855,
2000-12-28,5.13,5.2585,5.573833333333334,0.024
2000-12-29,5.12,5.240499999999999,5.561333333333334,0.024
2001-01-02,4.92,5.2105,5.545,0.004
2001-01-03,5.14,5.191,5.5328333333333335,0.036
2001-01-04,5.03,5.171,5.519666666666667,0.014
2001-01-05,4.93,5.1515,5.505166666666667,0.008
2001-01-08,4.94,5.1325,5.491333333333333,0.012
2001-01-09,4.98,5.114,5.478833333333333,0.016
2001-01-10,5.1,5.1005,5.468333333333333,0.04
2001-01-11,5.14,5.0895,5.458333333333333,0.058
2001-01-12,5.25,5.0875,5.4511666666666665,0.08
2001-01-16,5.24,5.087999999999999,5.444166666666666,0.08
2001-01-17,5.19,5.0875,5.436333333333334,0.07
2001-01-18,5.12,5.085,5.427666666666666,0.05
2001-01-19,5.19,5.084999999999999,5.421,0.076
2001-01-22,5.25,5.0935,5.414666666666666,0.098
2001-01-23,5.3,5.107,5.4085,0.108
2001-01-24,5.33,5.1225000000000005,5.4025,0.12
2001-01-25,5.29,5.135,5.395333333333332,0.106
2001-01-26,5.29,5.144,5.387833333333334,0.108
2001-01-29,5.32,5.153499999999999,5.380333333333334,0.124
2001-01-30,5.24,5.1595,5.372,0.094
2001-01-31,5.19,5.173,5.362833333333334,0.078
2001-02-01,5.1,5.171,5.350666666666666,0.042
2001-02-02,5.17,5.178,5.3389999999999995,0.074
2001-02-05,5.18,5.1905,5.327500000000001,0.08
2001-02-06,5.22,5.2045,5.316666666666666,0.104
2001-02-07,5.1,5.2105,5.304666666666666,0.044
2001-02-08,5.1,5.2105,5.292666666666666,0.046
2001-02-09,5.03,5.205,5.280333333333333,0.028
2001-02-12,5.05,5.195,5.2685,0.04
2001-02-13,5.07,5.1865000000000006,5.257666666666666,0.044
2001-02-14,5.13,5.1834999999999996,5.248499999999999,0.082
2001-02-15,5.19,5.187,5.239833333333333,0.116
2001-02-16,5.11,5.183000000000001,5.230333333333333,0.07
2001-02-20,5.11,5.176,5.221000000000001,0.072
2001-02-21,5.14,5.168,5.213,0.1
2001-02-22,5.15,5.159,5.205,0.108
2001-02-23,5.1,5.149500000000001,5.196,0.06
2001-02-26,5.05,5.1375,5.187,0.042
2001-02-27,4.96,5.1195,5.1771666666666665,0.016
2001-02-28,4.92,5.1034999999999995,5.167833333333333,0.006
2001-03-01,4.87,5.0875,5.157,0.004
2001-03-02,4.95,5.08,5.147333333333334,0.024
2001-03-05,4.98,5.0705,5.139833333333334,0.034
2001-03-06,4.99,5.061,5.134333333333333,0.04
2001-03-07,4.92,5.046,5.127666666666666,0.012
2001-03-08,4.89,5.035500000000001,5.12,0.008
2001-03-09,4.95,5.0280000000000005,5.113,0.034
2001-03-12,4.92,5.0225,5.105666666666666,0.018
2001-03-13,4.95,5.0175,5.1000000000000005,0.04
2001-03-14,4.84,5.006,5.093500000000001,0.004
2001-03-15,4.81,4.99,5.087000000000001,0.004
2001-03-16,4.78,4.9695,5.0805,0.004
2001-03-19,4.82,4.955,5.074333333333334,0.012
2001-03-20,4.78,4.9384999999999994,5.069333333333334,0.006
2001-03-21,4.77,4.92,5.0649999999999995,0.004
2001-03-22,4.73,4.899,5.0601666666666665,0.004
2001-03-23,4.8,4.8839999999999995,5.056166666666667,0.02
2001-03-26,4.85,4.8740000000000006,5.051833333333333,0.036
2001-03-27,5.0,4.876,5.049666666666666,0.1
2001-03-28,4.97,4.878500000000001,5.047166666666667,0.088
2001-03-29,4.98,4.8839999999999995,5.048166666666668,0.096
2001-03-30,4.93,4.883,5.044666666666666,0.066
2001-04-02,4.98,4.883000000000001,5.043833333333334,0.102
2001-04-03,4.94,4.8805,5.044,0.074
2001-04-04,4.94,4.8815,5.044,0.076
2001-04-05,4.98,4.886,5.044,0.112
2001-04-06,4.89,4.883000000000001,5.0405,0.046
2001-04-09,4.93,4.8835,5.037000000000001,0.072
2001-04-10,5.09,4.8905,5.0343333333333335,0.176
2001-04-11,5.12,4.9045000000000005,5.032333333333333,0.216
2001-04-12,5.17,4.922499999999999,5.032,0.252
2001-04-16,5.28,4.9475,5.034666666666667,0.312
2001-04-17,5.21,4.9670000000000005,5.035,0.288
2001-04-18,5.14,4.985,5.033166666666667,0.238
2001-04-19,5.27,5.01,5.0326666666666675,0.32
2001-04-20,5.29,5.038,5.032,0.334
2001-04-23,5.2,5.058,5.0305,0.29
2001-04-24,5.22,5.0765,5.029333333333333,0.302
2001-04-25,5.28,5.0905,5.028666666666666,0.334
2001-04-26,5.2,5.101999999999999,5.0280000000000005,0.292
2001-04-27,5.34,5.12,5.0305,0.38
2001-04-30,5.35,5.141,5.034666666666667,0.386
2001-05-01,5.3,5.157,5.036833333333333,0.362
2001-05-02,5.31,5.1754999999999995,5.039,0.368
2001-05-03,5.22,5.1895,5.039000000000001,0.308
2001-05-04,5.21,5.201,5.0408333333333335,0.302
2001-05-07,5.21,5.217,5.042666666666666,0.304
2001-05-08,5.24,5.2325,5.046166666666666,0.332
2001-05-09,5.2,5.2379999999999995,5.048666666666667,0.294
2001-05-10,5.31,5.2475,5.052666666666667,0.39
2001-05-11,5.51,5.2645,5.059,0.44
2001-05-14,5.46,5.2735,5.0635,0.436
2001-05-15,5.5,5.287999999999999,5.069999999999999,0.444
2001-05-16,5.48,5.305,5.0761666666666665,0.442
2001-05-17,5.46,5.314500000000001,5.0815,0.438
2001-05-18,5.41,5.3205,5.085833333333334,0.432
2001-05-21,5.41,5.331,5.090999999999999,0.434
2001-05-22,5.42,5.341,5.097166666666666,0.44
2001-05-23,5.41,5.3475,5.104666666666668,0.436
2001-05-24,5.52,5.3635,5.1146666666666665,0.478
2001-05-25,5.52,5.3725000000000005,5.1255,0.48
2001-05-29,5.54,5.382,5.1353333333333335,0.492
2001-05-30,5.54,5.394,5.144666666666666,0.494
2001-05-31,5.43,5.4,5.152,0.45
2001-06-01,5.39,5.4085,5.159833333333334,0.432
2001-06-04,5.35,5.4155,5.1675,0.42
2001-06-05,5.29,5.4195,5.173166666666666,0.372
2001-06-06,5.27,5.420999999999999,5.179,0.354
2001-06-07,5.33,5.4275,5.1853333333333325,0.418
2001-06-08,5.38,5.431,5.194333333333333,0.448
2001-06-11,5.32,5.4215,5.202833333333333,0.41
2001-06-12,5.27,5.412000000000001,5.211,0.356
2001-06-13,5.28,5.401000000000001,5.218666666666666,0.368
2001-06-14,5.26,5.39,5.2266666666666675,0.352
2001-06-15,5.27,5.3805,5.235,0.362
2001-06-18,5.27,5.3735,5.244,0.364
2001-06-19,5.26,5.366,5.251666666666666,0.354
2001-06-20,5.24,5.357,5.258166666666667,0.338
2001-06-21,5.22,5.3475,5.261833333333334,0.322
2001-06-22,5.14,5.3285,5.264666666666667,0.24
2001-06-25,5.16,5.310499999999999,5.267666666666666,0.256
2001-06-26,5.24,5.2955,5.272833333333334,0.352
2001-06-27,5.26,5.281499999999999,5.2775,0.376
2001-06-28,5.35,5.2775,5.2843333333333335,0.486
2001-06-29,5.42,5.279,5.292333333333334,0.526
2001-07-02,5.37,5.279999999999999,5.2988333333333335,0.502
2001-07-03,5.41,5.286,5.3075,0.522
2001-07-05,5.44,5.2945,5.316,0.548
2001-07-06,5.41,5.2985,5.3213333333333335,0.524
2001-07-09,5.37,5.298,5.325500000000001,0.504
2001-07-10,5.32,5.298,5.328,0.46
2001-07-11,5.31,5.3,5.3285,0.448
2001-07-12,5.27,5.2995,5.3294999999999995,0.394
2001-07-13,5.27,5.3,5.331666666666667,0.396
2001-07-16,5.21,5.297,5.330666666666667,0.318
2001-07-17,5.22,5.2945,5.3294999999999995,0.336
2001-07-18,5.12,5.2875,5.328166666666666,0.218
2001-07-19,5.13,5.282,5.326666666666666,0.232
2001-07-20,5.15,5.278499999999999,5.3245000000000005,0.262
2001-07-23,5.13,5.2780000000000005,5.323333333333333,0.234
2001-07-24,5.13,5.2765,5.319833333333333,0.236
2001-07-25,5.2,5.274500000000001,5.317333333333333,0.324
2001-07-26,5.19,5.271,5.3155,0.306
2001-07-27,5.13,5.26,5.3125,0.238
2001-07-30,5.11,5.2445,5.310666666666666,0.206
2001-07-31,5.07,5.2295,5.308333333333334,0.17
2001-08-01,5.11,5.2145,5.306666666666667,0.212
2001-08-02,5.17,5.2010000000000005,5.3055,0.302
2001-08-03,5.2,5.190499999999999,5.305499999999999,0.35
2001-08-06,5.19,5.181500000000001,5.3035,0.328
2001-08-07,5.2,5.1754999999999995,5.298333333333333,0.356
2001-08-08,4.99,5.1594999999999995,5.2905,0.134
2001-08-09,5.04,5.148,5.2828333333333335,0.162
2001-08-10,4.99,5.134,5.274666666666666,0.136
2001-08-13,4.97,5.122,5.2665,0.11
2001-08-14,4.97,5.1095,5.259166666666666,0.112
2001-08-15,5.0,5.1035,5.2523333333333335,0.154
2001-08-16,4.95,5.0945,5.2445,0.098
2001-08-17,4.84,5.079,5.234999999999999,0.034
2001-08-20,4.91,5.068,5.224833333333334,0.056
2001-08-21,4.87,5.055,5.214,0.046
2001-08-22,4.91,5.0405,5.2035,0.062
2001-08-23,4.89,5.0255,5.192666666666667,0.056
2001-08-24,4.93,5.0155,5.184333333333333,0.094
2001-08-27,4.94,5.007,5.176833333333333,0.11
2001-08-28,4.85,4.996,5.1685,0.042
2001-08-29,4.78,4.9795,5.159999999999999,0.016
2001-08-30,4.79,4.9605,5.152,0.024
2001-08-31,4.85,4.9430000000000005,5.144000000000001,0.052
2001-09-04,4.99,4.933,5.1375,0.194
2001-09-05,4.97,4.9215,5.131666666666666,0.162
2001-09-06,4.86,4.915,5.124833333333333,0.06
2001-09-07,4.8,4.9030000000000005,5.116833333333334,0.03
2001-09-10,4.84,4.8955,5.109833333333333,0.048
2001-09-13,4.64,4.879,5.099333333333333,0.004
2001-09-14,4.57,4.859,5.087666666666666,0.004
2001-09-17,4.63,4.8405000000000005,5.077166666666667,0.008
2001-09-18,4.72,4.829,5.0685,0.016
2001-09-19,4.69,4.8215,5.059666666666667,0.016
2001-09-20,4.75,4.8134999999999994,5.053166666666667,0.028
2001-09-21,4.7,4.805000000000001,5.0455000000000005,0.02
2001-09-24,4.73,4.795999999999999,5.037000000000001,0.03
2001-09-25,4.72,4.7875,5.0280000000000005,0.026
2001-09-26,4.65,4.7735,5.016333333333334,0.016
2001-09-27,4.58,4.7555,5.0023333333333335,0.008
2001-09-28,4.6,4.743,4.9895000000000005,0.012
2001-10-01,4.55,4.7315,4.9751666666666665,0.004
2001-10-02,4.53,4.718500000000001,4.96,0.004
2001-10-03,4.5,4.7010000000000005,4.944833333333333,0.004
2001-10-04,4.53,4.678,4.930833333333333,0.01
2001-10-05,4.52,4.6555,4.9175,0.008
2001-10-09,4.62,4.6435,4.906000000000001,0.036
2001-10-10,4.61,4.634,4.895,0.036
2001-10-11,4.69,4.6265,4.885333333333333,0.058
2001-10-12,4.68,4.6285,4.876499999999999,0.056
2001-10-15,4.62,4.631,4.8665,0.042
2001-10-16,4.59,4.629,4.857666666666668,0.032
2001-10-17,4.59,4.6225000000000005,4.848666666666667,0.034
2001-10-18,4.58,4.617,4.839166666666666,0.03
2001-10-19,4.63,4.611,4.8308333333333335,0.062
2001-10-22,4.63,4.6075,4.822500000000001,0.064
2001-10-23,4.66,4.604,4.8135,0.08
2001-10-24,4.61,4.5985,4.803833333333333,0.05
2001-10-25,4.56,4.593999999999999,4.794333333333333,0.024
2001-10-26,4.53,4.5915,4.784666666666666,0.016
2001-10-29,4.5,4.586499999999999,4.775166666666666,0.006
2001-10-30,4.44,4.581,4.763999999999999,0.004
2001-10-31,4.3,4.5695,4.749499999999999,0.004
2001-11-01,4.24,4.5565,4.7335,0.004
2001-11-02,4.37,4.5485,4.719833333333333,0.012
2001-11-05,4.31,4.538,4.705,0.012
2001-11-06,4.3,4.522,4.6935,0.01
2001-11-07,4.22,4.5024999999999995,4.679833333333333,0.004
2001-11-08,4.32,4.484,4.668666666666667,0.024
2001-11-09,4.34,4.4670000000000005,4.658166666666667,0.028
2001-11-13,4.41,4.4565,4.648833333333333,0.036
2001-11-14,4.54,4.454,4.641166666666667,0.068
2001-11-15,4.79,4.464,4.6385,0.198
2001-11-16,4.91,4.4805,4.639666666666667,0.272
2001-11-19,4.8,4.489,4.637833333333333,0.208
2001-11-20,4.88,4.5015,4.638,0.26
2001-11-21,4.98,4.5175,4.639166666666667,0.382
2001-11-23,5.04,4.539,4.641666666666667,0.44
2001-11-26,5.05,4.5634999999999994,4.643666666666666,0.452
2001-11-27,4.98,4.586,4.644333333333334,0.384
2001-11-28,4.98,4.61,4.6465000000000005,0.386
2001-11-29,4.79,4.6274999999999995,4.6466666666666665,0.2
2001-11-30,4.78,4.6515,4.6465000000000005,0.19
2001-12-03,4.75,4.6770000000000005,4.644833333333334,0.178
2001-12-04,4.7,4.6935,4.640000000000001,0.158
2001-12-05,4.92,4.723999999999999,4.639166666666667,0.312
2001-12-06,5.04,4.761,4.642166666666666,0.47
2001-12-07,5.2,4.8100000000000005,4.648833333333332,0.682
2001-12-10,5.17,4.852500000000001,4.654333333333333,0.628
2001-12-11,5.13,4.892,4.6625,0.576
2001-12-12,5.02,4.9225,4.670000000000001,0.45
2001-12-13,5.13,4.952,4.678333333333334,0.582
2001-12-14,5.24,4.9745,4.687,0.766
2001-12-17,5.26,4.992,4.6965,0.794
2001-12-18,5.16,5.01,4.703333333333333,0.63
2001-12-19,5.08,5.0200000000000005,4.709666666666667,0.506
2001-12-20,5.08,5.025,4.7155000000000005,0.508
2001-12-21,5.12,5.029,4.722166666666667,0.568
2001-12-24,5.18,5.0355,4.731,0.662
2001-12-26,5.22,5.047499999999999,4.741666666666666,0.742
2001-12-27,5.13,5.055000000000001,4.7505,0.584
2001-12-28,5.15,5.0729999999999995,4.760500000000001,0.624
2001-12-31,5.07,5.0875,4.7695,0.488
2002-01-02,5.2,5.11,4.781166666666667,0.698
2002-01-03,5.16,5.133,4.791666666666667,0.628
2002-01-04,5.18,5.146,4.802666666666666,0.652
2002-01-07,5.09,5.1485,4.8105,0.502
2002-01-08,5.1,5.1435,4.818666666666667,0.514
2002-01-09,5.1,5.14,4.825500000000001,0.512
2002-01-10,5.0,5.1335,4.8308333333333335,0.432
2002-01-11,4.92,5.128500000000001,4.835833333333334,0.312
2002-01-14,4.91,5.1175,4.841166666666666,0.298
2002-01-15,4.88,5.0995,4.846,0.278
2002-01-16,4.88,5.0805,4.851,0.28
2002-01-17,4.98,5.0714999999999995,4.8568333333333324,0.41
2002-01-18,4.94,5.064500000000001,4.861999999999999,0.354
2002-01-22,4.96,5.0585,4.867,0.382
2002-01-23,5.05,5.055,4.874333333333333,0.49
2002-01-24,5.07,5.0495,4.882833333333333,0.506
2002-01-25,5.1,5.0435,4.892333333333334,0.544
2002-01-28,5.12,5.043,4.902666666666667,0.582
2002-01-29,5.02,5.0365,4.912333333333334,0.466
2002-01-30,5.02,5.034,4.924333333333334,0.468
2002-01-31,5.07,5.0275,4.938166666666667,0.516
2002-02-01,5.02,5.0205,4.949,0.47
2002-02-04,4.94,5.0085,4.9595,0.356
2002-02-05,4.92,5.0,4.969833333333333,0.326
2002-02-06,4.92,4.9910000000000005,4.9815,0.328
2002-02-07,4.93,4.9825,4.991666666666666,0.35
2002-02-08,4.9,4.9775,5.001,0.3
2002-02-11,4.91,4.976999999999999,5.009333333333333,0.312
2002-02-12,4.97,4.9799999999999995,5.0165,0.42
2002-02-13,5.01,4.9865,5.020166666666666,0.492
2002-02-14,4.95,4.99,5.020833333333333,0.396
2002-02-15,4.86,4.984,5.021833333333333,0.266
2002-02-19,4.88,4.981,5.021833333333333,0.286
2002-02-20,4.88,4.976999999999999,5.020166666666666,0.288
2002-02-21,4.88,4.968500000000001,5.0175,0.29
2002-02-22,4.84,4.957,5.014,0.246
2002-02-25,4.86,4.945,5.012,0.272
2002-02-26,4.93,4.935499999999999,5.011166666666666,0.384
2002-02-27,4.84,4.9265,5.0120000000000005,0.248
2002-02-28,4.88,4.9195,5.0136666666666665,0.304
2002-03-01,4.98,4.915,5.017499999999999,0.484
2002-03-04,5.02,4.915,5.022833333333334,0.54
2002-03-05,5.02,4.919,5.0245,0.538
2002-03-06,5.06,4.926,5.0248333333333335,0.568
